ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2049;8.197;9.161;14.704;1.222;1.17
2847;02/01/2049;3.846;9.321;14.977;0.906;0.703
2847;03/01/2049;3.872;7.049;13.472;1.94;3.685
2847;04/01/2049;0;4.058;9.579;0.381;3.9
2847;05/01/2049;8.609;3.423;10.588;0.576;1.714
2847;06/01/2049;4.444;1.845;8.541;0.421;1.349
2847;07/01/2049;0;-3.048;0.973;0.559;5.58
2847;08/01/2049;0;-4.261;-0.827;0.501;5.6
2847;09/01/2049;2.568;-3.493;-0.437;0.282;1.83
2847;10/01/2049;0;-4.984;-2.375;0.266;3.771
2847;11/01/2049;0;-6.319;-1.461;0.231;5.93
2847;12/01/2049;0;-6.199;-2.861;0.011;5.95
2847;13/01/2049;0;-6.683;-1.996;0.031;5.896
2847;14/01/2049;0;-5.866;0.071;0.182;2.928
2847;15/01/2049;0;-4.139;-0.153;0.212;2.444
2847;16/01/2049;0;-4.567;-0.466;0.178;3.77
2847;17/01/2049;0.1;-4.559;2.147;0.232;2.596
2847;18/01/2049;0;-3.138;0.938;0.074;5.883
2847;19/01/2049;0;-1.727;6.583;0.299;2.582
2847;20/01/2049;2.327;1.64;8.053;0.22;1.224
2847;21/01/2049;21.036;1.483;7.649;0.311;0.974
2847;22/01/2049;0;2.472;8.621;0.347;5.849
2847;23/01/2049;10.719;3.862;9.713;0.782;0.8
2847;24/01/2049;0.801;7.235;12.537;1.35;5.776
2847;25/01/2049;15.879;4.118;10.485;0.481;0.911
2847;26/01/2049;1.729;2.814;11.73;0.48;4.051
2847;27/01/2049;0;5.729;9.581;0.648;2.853
2847;28/01/2049;0;3.185;8.049;0.57;4.798
2847;29/01/2049;4.546;1.424;8.483;0.395;4.688
2847;30/01/2049;4.404;4.202;11.687;0.713;2.982
2847;31/01/2049;0.549;3.326;7.338;1.037;7.151
2847;01/02/2049;27.74;6.075;10.045;0.588;1.425
2847;02/02/2049;1.274;6.455;9.855;0.771;4.68
2847;03/02/2049;0.034;1.832;8.581;0.492;5.91
2847;04/02/2049;1.144;-0.014;7.498;0.825;1.704
2847;05/02/2049;11.373;6.245;11.032;0.651;5.427
2847;06/02/2049;0.265;7.83;14.742;1.127;5.484
2847;07/02/2049;28.138;6.209;12.148;0.535;0.627
2847;08/02/2049;2.186;2.602;7.387;0.488;6.756
2847;09/02/2049;0;1.204;10.583;1.274;2.023
2847;10/02/2049;22.7;7.512;12.177;1.338;3.15
2847;11/02/2049;1.353;3.016;8.52;1.088;7.861
2847;12/02/2049;1.394;3.629;8.006;0.7;3.816
2847;13/02/2049;0.305;1.93;7.47;0.566;1.893
2847;14/02/2049;2.164;7.326;11.072;0.719;1.011
2847;15/02/2049;0.193;6.618;9.146;1.386;9.116
2847;16/02/2049;0;4.872;13.661;1.729;8.306
2847;17/02/2049;1.27;8.036;12.912;1.565;6.033
2847;18/02/2049;12.726;11.973;12.368;1.391;2.539
2847;19/02/2049;12.515;7.213;11.501;0.534;1.009
2847;20/02/2049;11.703;4.945;6.931;0.457;1.365
2847;21/02/2049;0;2.251;9.296;0.987;14.336
2847;22/02/2049;10.881;5.119;9.526;0.798;4.466
2847;23/02/2049;2.05;4.544;7.918;1.077;8.761
2847;24/02/2049;1.693;2.898;8.375;0.854;4.657
2847;25/02/2049;1.641;1.84;5.627;0.653;7.879
2847;26/02/2049;0.1;0.376;2.998;0.799;9.092
2847;27/02/2049;0.264;-0.93;2.326;0.664;8.919
2847;28/02/2049;0;-2.035;3.51;0.71;12.181
2847;01/03/2049;1.954;1.929;4.429;0.736;0.95
2847;02/03/2049;7.602;1.551;7.899;0.349;1.264
2847;03/03/2049;0;-1.376;5.457;0.749;4.532
2847;04/03/2049;0;-0.341;9.054;1.345;10.192
2847;05/03/2049;0;2.509;7.422;0.759;4.46
2847;06/03/2049;0.1;2.957;8.138;0.704;5.166
2847;07/03/2049;0;4.154;10.163;0.773;4.691
2847;08/03/2049;0;2.301;9.26;0.654;4.231
2847;09/03/2049;0;4.841;8.473;1.432;7.933
2847;10/03/2049;0;3.437;9.845;2.093;12.838
2847;11/03/2049;0;1.378;11.289;1.592;13.267
2847;12/03/2049;0;2.735;14.047;1.748;13.454
2847;13/03/2049;0;2.267;14.799;1.287;13.76
2847;14/03/2049;0;3.624;15.951;1.342;13.196
2847;15/03/2049;0;5.322;15.53;1.48;11.04
2847;16/03/2049;0;6.801;15.08;1.851;9.596
2847;17/03/2049;0;4.616;13.639;1.515;12.579
2847;18/03/2049;4.563;4.975;9.028;0.687;3.608
2847;19/03/2049;1.381;5.542;10.908;1.282;4.943
2847;20/03/2049;1.064;6.913;10.957;1.498;5.351
2847;21/03/2049;1.436;7.96;15.319;1.245;4.344
2847;22/03/2049;7.2;7.903;24.082;3.062;13.976
2847;23/03/2049;37.539;10.227;11.186;0.685;3.328
2847;24/03/2049;0;9.478;15.817;2.879;14.757
2847;25/03/2049;0;9.897;18.98;1.666;6.433
2847;26/03/2049;0;9.556;23.706;2.754;15.342
2847;27/03/2049;1.599;9.415;24.818;2.562;15.741
2847;28/03/2049;1.211;13.846;20.251;2.67;12.957
2847;29/03/2049;0.617;9.081;19.486;2.048;14.134
2847;30/03/2049;31.131;12.261;12.904;0.677;0.902
2847;31/03/2049;0;8.644;15.516;2.053;13.66
2847;01/04/2049;0;6.914;12.94;1.06;4.072
2847;02/04/2049;0;4.665;15.498;1.975;15.943
2847;03/04/2049;0;4.548;18.324;1.956;18.259
2847;04/04/2049;0;8.984;19.238;1.743;12.132
2847;05/04/2049;0;10.125;17.726;1.918;13.681
2847;06/04/2049;0;9.624;19.115;2.439;17.553
2847;07/04/2049;0;10.812;21.17;2.391;16.445
2847;08/04/2049;0;10.298;22.692;2.814;21.233
2847;09/04/2049;3.066;11.385;20.113;2.065;12.191
2847;10/04/2049;0.133;12.207;20.343;2.414;15.215
2847;11/04/2049;2.858;12.394;17.608;2.092;10.582
2847;12/04/2049;0;12.817;22.202;2.219;4.461
2847;13/04/2049;29.666;13.671;27.767;3.609;11.498
2847;14/04/2049;3.698;12.06;14.052;2.641;12.917
2847;15/04/2049;3.756;9.076;13.326;1.431;4.556
2847;16/04/2049;5.29;10.776;16.209;0.862;1.299
2847;17/04/2049;0;11.462;19.914;2.166;12.472
2847;18/04/2049;0;10.157;26.368;4.066;25.391
2847;19/04/2049;9.786;12.566;15.224;0.772;1.677
2847;20/04/2049;0;9.964;16.009;2.806;18.742
2847;21/04/2049;0.1;9.444;14.159;2.562;14.818
2847;22/04/2049;0.1;6.513;13.97;2.396;18.244
2847;23/04/2049;0;5.445;14.713;2.838;23.833
2847;24/04/2049;0;7.14;18.084;3.473;27.071
2847;25/04/2049;1.939;8.743;17.946;2.514;15.496
2847;26/04/2049;2.583;10.455;17.235;2.676;14.842
2847;27/04/2049;2.974;11.619;17.437;2.954;18.859
2847;28/04/2049;1.705;10.682;15.436;2.271;15.753
2847;29/04/2049;0.498;5.121;25.728;3.175;21.375
2847;30/04/2049;5.591;11.863;18.044;2.182;13.616
2847;01/05/2049;0.412;10.249;15.828;2.846;18.209
2847;02/05/2049;2.508;6.51;14.524;0.705;3.642
2847;03/05/2049;0.221;7.285;14.285;2.568;19.196
2847;04/05/2049;1.398;6.606;12.122;2.138;17.397
2847;05/05/2049;2.267;7.184;12.369;1.922;15.287
2847;06/05/2049;0;8.019;16.046;2.935;22.42
2847;07/05/2049;0;5.959;21.024;4.447;32.093
2847;08/05/2049;0;10.832;23.969;4.249;25.56
2847;09/05/2049;0;12.674;26.302;5.266;32.944
2847;10/05/2049;0;15.638;26.023;5.595;33.784
2847;11/05/2049;1.112;18.472;26.782;3.063;15.858
2847;12/05/2049;0;16.698;25.174;3.469;20.527
2847;13/05/2049;2.542;16.259;22.468;2.136;12.644
2847;14/05/2049;0;18.409;26.968;7.331;35.445
2847;15/05/2049;0;16.453;28.193;8.501;38.515
2847;16/05/2049;0;15.819;28.254;7.637;36.685
2847;17/05/2049;0;16.3;28.109;7.793;37.643
2847;18/05/2049;0;15.569;28.624;7.063;38.374
2847;19/05/2049;0.38;17.852;22.663;6.831;34.925
2847;20/05/2049;0;15.603;20.717;4.61;21.436
2847;21/05/2049;0;12.45;20.876;4.251;19.588
2847;22/05/2049;0;13.444;20.947;3.956;14.995
2847;23/05/2049;0;11.936;25.115;5.897;30.883
2847;24/05/2049;0;14.401;24.679;4.979;24.288
2847;25/05/2049;5.064;15.475;16.166;1.265;2.004
2847;26/05/2049;1.422;14.819;21.379;3.47;15.295
2847;27/05/2049;2.821;16.574;21.994;3.021;15.846
2847;28/05/2049;17.013;17.406;21.688;1.717;4.043
2847;29/05/2049;0;15.945;22.265;3.516;20.032
2847;30/05/2049;0.493;16.719;21.677;2.715;14.885
2847;31/05/2049;0;15.186;24.82;4.805;30.053
2847;01/06/2049;0.716;16.292;24.992;2.874;16.035
2847;02/06/2049;1.268;16.783;23.572;2.623;13.799
2847;03/06/2049;0;17.237;28.247;4.778;26.128
2847;04/06/2049;0;15.396;26.85;5.676;29.203
2847;05/06/2049;0;16.381;25.737;5.699;28.451
2847;06/06/2049;2.718;18.243;24.964;3.654;16.391
2847;07/06/2049;0.78;17.348;23.46;3.057;15.019
2847;08/06/2049;0;16.43;24.692;3.756;19.477
2847;09/06/2049;0;15.505;26.631;4.686;21.376
2847;10/06/2049;0;16.117;25.434;4.454;21.226
2847;11/06/2049;0;16.033;29.009;4.859;29.91
2847;12/06/2049;0;17.15;29.621;4.419;23.283
2847;13/06/2049;0;19.282;28.9;4.553;24.089
2847;14/06/2049;0;19.694;29.773;5.59;31.365
2847;15/06/2049;0;19.901;31.638;6.621;36.28
2847;16/06/2049;0.832;19.63;30.38;4.129;19.186
2847;17/06/2049;3.944;17.873;27.019;3.997;21.775
2847;18/06/2049;5.115;17.62;26.616;3.753;20.735
2847;19/06/2049;0;17.604;28.342;4.953;28.656
2847;20/06/2049;5.958;18.766;26.976;2.705;13.555
2847;21/06/2049;8.475;17.504;23.808;1.839;9.194
2847;22/06/2049;0;15.845;28.052;7.706;43.356
2847;23/06/2049;5.926;16.125;27.418;2.864;12.634
2847;24/06/2049;0;15.405;22.282;3.89;23.834
2847;25/06/2049;0;15.525;24.164;4.448;27.809
2847;26/06/2049;6.729;14.735;17.709;1.468;6.676
2847;27/06/2049;0;13.134;21.488;6.342;41.63
2847;28/06/2049;2.151;14.056;28.301;6.945;40.813
2847;29/06/2049;4.589;15.499;24.589;5.145;32.894
2847;30/06/2049;0;15.447;25.827;3.858;21.145
2847;01/07/2049;0;17.275;26.217;4.186;23.889
2847;02/07/2049;0;18.719;26.14;2.925;13.921
2847;03/07/2049;2.393;18.572;29.032;3.815;19.532
2847;04/07/2049;1.702;18.974;26.758;2.727;13.098
2847;05/07/2049;0;17.303;26.486;5.148;26.998
2847;06/07/2049;0;15.392;26.727;6.19;35.335
2847;07/07/2049;0;18.141;27.67;4.913;24.152
2847;08/07/2049;0;18.103;28.782;5.795;29.248
2847;09/07/2049;0.599;17.86;28.213;5.318;27.609
2847;10/07/2049;7.755;17.583;21.386;2.155;11.529
2847;11/07/2049;0.16;17.373;25.399;4.421;26.746
2847;12/07/2049;3.608;17.456;25.971;3.068;11.646
2847;13/07/2049;0;16.346;24.524;4.627;23.933
2847;14/07/2049;1.568;17.87;25.119;2.992;7.034
2847;15/07/2049;3.448;18.147;24.253;3.181;14.005
2847;16/07/2049;1.267;16.431;25.172;3.686;18.772
2847;17/07/2049;0;14.818;24.69;4.064;23.36
2847;18/07/2049;0.21;14.717;29.702;7.345;41.894
2847;19/07/2049;1.204;17.754;30.843;5.722;23.152
2847;20/07/2049;0;18.28;27.658;5.479;31.497
2847;21/07/2049;0;16.62;30.182;6.542;37.279
2847;22/07/2049;0;17.607;33.02;5.824;26.701
2847;23/07/2049;5.899;20.104;30.873;2.307;7.08
