ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2052;0;-5.715;2.389;0.66;4.342
2847;02/01/2052;0.194;-0.707;6.238;1.131;2.066
2847;03/01/2052;3.621;2.987;11.546;0.765;3.039
2847;04/01/2052;0.73;6.536;12.155;0.608;2.977
2847;05/01/2052;0;6.548;14.64;0.77;4.315
2847;06/01/2052;8.387;6.968;12.752;0.553;1.105
2847;07/01/2052;1.768;7.028;10.216;0.768;1.104
2847;08/01/2052;1.899;6.23;10.639;0.65;1.58
2847;09/01/2052;0.507;4.263;10.086;0.993;1.867
2847;10/01/2052;0;3.84;7.886;0.542;2.547
2847;11/01/2052;7.423;3.532;9.284;0.736;4.283
2847;12/01/2052;2.605;6.438;9.683;0.699;4.034
2847;13/01/2052;5.112;5.701;11.294;0.76;0.806
2847;14/01/2052;1.491;7.864;12.311;1.049;3.245
2847;15/01/2052;0.901;6.115;10.754;0.884;4.302
2847;16/01/2052;2.437;4.09;4.908;0.515;1.073
2847;17/01/2052;0;0.699;5.973;0.216;6.265
2847;18/01/2052;0;0.205;9.738;0.654;2.931
2847;19/01/2052;0.263;2.764;10.205;0.591;1.584
2847;20/01/2052;0;0.932;6.227;0.188;5.912
2847;21/01/2052;0;-0.628;3.076;0.13;6.569
2847;22/01/2052;0;-1.725;4.495;0.154;6.906
2847;23/01/2052;0;-0.431;4.637;0.5;6.043
2847;24/01/2052;0;-2.294;3.326;0.52;6.991
2847;25/01/2052;0;-2.045;1.494;0.48;7.185
2847;26/01/2052;0;-2.481;2.764;0.684;7.52
2847;27/01/2052;0;-5.717;-0.312;0.188;7.718
2847;28/01/2052;0;-5.073;1.849;0.223;7.858
2847;29/01/2052;0;-5.237;4.04;0.304;8.066
2847;30/01/2052;0;-2.675;5.826;0.825;6.74
2847;31/01/2052;0;1.07;11.779;0.943;5.797
2847;01/02/2052;0;3.688;12.925;0.697;6.665
2847;02/02/2052;0;0.506;11.58;0.399;7.171
2847;03/02/2052;0;0.517;12.402;0.759;7.839
2847;04/02/2052;0;3.076;12.752;0.672;5.597
2847;05/02/2052;0;2.39;13.133;0.726;7.048
2847;06/02/2052;0;3.083;10.677;0.784;6.511
2847;07/02/2052;0;0.679;9.571;0.669;9.056
2847;08/02/2052;0;1.037;13.677;0.792;7.957
2847;09/02/2052;0.561;6.149;13.52;0.92;5.056
2847;10/02/2052;0.805;6.009;12.319;0.897;3.61
2847;11/02/2052;0;7.922;14.924;1.487;6.789
2847;12/02/2052;2.447;6.629;11.835;0.953;5.646
2847;13/02/2052;0;1.749;8.03;0.577;7.989
2847;14/02/2052;0;-1.05;9.597;0.556;8.462
2847;15/02/2052;2.082;5.495;10.228;0.663;6.251
2847;16/02/2052;1.135;4.484;7.972;0.616;7.195
2847;17/02/2052;0;-1.242;7.408;0.603;11.207
2847;18/02/2052;4.125;3.471;5.492;0.398;2.753
2847;19/02/2052;0.101;2.837;9.211;0.646;9.545
2847;20/02/2052;0;-0.192;12.006;0.743;10.808
2847;21/02/2052;0.473;4.234;11.228;0.853;6.247
2847;22/02/2052;0;5.288;11.289;0.738;9.073
2847;23/02/2052;0;3.446;12.186;0.833;8.955
2847;24/02/2052;0.103;3.279;14.84;1.197;13.817
2847;25/02/2052;0;4.814;15.407;0.994;10.704
2847;26/02/2052;0.086;4.099;13.636;1.122;6.591
2847;27/02/2052;0.265;7.9;14.494;1.398;6.815
2847;28/02/2052;2.176;7.32;15.811;1.108;9.333
2847;29/02/2052;1.158;12.378;16.6;1.253;5.387
2847;01/03/2052;7.391;13.484;19.597;0.582;1.75
2847;02/03/2052;0.195;9.653;14.391;1.689;6.63
2847;03/03/2052;0;5.365;19.171;1.724;8.912
2847;04/03/2052;1.342;10.025;14.495;1.469;3.866
2847;05/03/2052;0;5.77;14.294;1.117;8.222
2847;06/03/2052;1.434;6.077;11.174;0.706;2.738
2847;07/03/2052;1.223;4.93;10.363;0.969;4.937
2847;08/03/2052;0.455;6.723;14.689;1.309;9.054
2847;09/03/2052;8.005;6.65;9.999;1.195;2.998
2847;10/03/2052;0.324;6.282;11.5;2.002;7.351
2847;11/03/2052;1.321;5.358;9.96;1.128;4.773
2847;12/03/2052;3.962;4.413;8.361;0.92;3.353
2847;13/03/2052;4.25;4.935;7.103;1.258;3.235
2847;14/03/2052;0.1;3.165;8.217;1.42;7.969
2847;15/03/2052;0;1.731;8.161;1.196;7.758
2847;16/03/2052;0;0.484;11.141;1.389;13.669
2847;17/03/2052;0;1.887;18.733;2.491;11.203
2847;18/03/2052;0;3.584;21.417;3.124;14.421
2847;19/03/2052;0;4.534;22.202;2.662;16.98
2847;20/03/2052;0;5.89;23.394;2.58;16.695
2847;21/03/2052;0;5.863;20.962;1.946;14.245
2847;22/03/2052;14.729;12.857;13.888;0.961;0.795
2847;23/03/2052;5.612;12.542;17.428;0.974;3.22
2847;24/03/2052;0;10.232;21.034;1.85;14.362
2847;25/03/2052;16.137;9.835;19.781;1.201;6.918
2847;26/03/2052;2.865;11.932;17.004;0.92;4.775
2847;27/03/2052;0.276;9.023;19.182;2.041;13.794
2847;28/03/2052;0;7.607;18.316;2.016;16.39
2847;29/03/2052;1.249;9.241;14.905;1.147;4.488
2847;30/03/2052;0;8.334;14.003;2.181;13.122
2847;31/03/2052;0;4.786;12.061;2.718;15.792
2847;01/04/2052;0.1;3.899;8.182;2.143;10.097
2847;02/04/2052;3.683;4.948;5.386;1.172;3.259
2847;03/04/2052;2.162;5.486;12.476;1.245;3.918
2847;04/04/2052;0.65;7.497;14.709;1.446;6.199
2847;05/04/2052;1.976;10.256;13.796;0.914;4.748
2847;06/04/2052;5.735;10.977;17.664;1.178;2.533
2847;07/04/2052;4.934;11.627;13.235;0.969;1.802
2847;08/04/2052;1.532;9.028;12.727;1.43;8.967
2847;09/04/2052;4.787;6.429;16.78;1.827;12.232
2847;10/04/2052;6.562;5.169;9.313;1.173;7.839
2847;11/04/2052;1.328;3.454;9.129;1.311;11.243
2847;12/04/2052;1.003;3.864;14.739;1.647;11.199
2847;13/04/2052;0.929;7.427;16.235;1.877;10.844
2847;14/04/2052;3.039;8.128;21.042;2.954;19.195
2847;15/04/2052;0.54;12.228;18.156;1.933;10.985
2847;16/04/2052;4.11;11.015;14.629;1.102;2.205
2847;17/04/2052;0;9.847;12.583;1.463;7.403
2847;18/04/2052;0.563;8.013;13.395;1.41;6.941
2847;19/04/2052;2.182;7.134;16.539;2.023;14.657
2847;20/04/2052;12.065;9.256;9.404;0.469;1.554
2847;21/04/2052;0.723;5.312;10.978;2.143;16.883
2847;22/04/2052;0;1.735;19.463;3.198;26.326
2847;23/04/2052;0.1;9.311;15.85;1.293;6.642
2847;24/04/2052;0;8.982;23.466;3.612;25.473
2847;25/04/2052;0;12.394;21.191;3.625;24.48
2847;26/04/2052;1.223;14.106;28.391;3.023;15.097
2847;27/04/2052;0;17.312;27.194;3.06;17.197
2847;28/04/2052;0.452;18.055;26.349;3.302;20.003
2847;29/04/2052;0.506;15.632;24.456;3.185;14.792
2847;30/04/2052;6.466;15.242;22.866;3.032;17.617
2847;01/05/2052;9.938;13.386;16.78;1.245;5.475
2847;02/05/2052;0;12.647;18.39;2.24;14.635
2847;03/05/2052;3.037;11.743;18.849;1.947;8.808
2847;04/05/2052;0;10.163;20.392;3.574;24.058
2847;05/05/2052;0;10.864;21.558;4.464;31.476
2847;06/05/2052;4.251;11.528;16.178;2.581;16.137
2847;07/05/2052;0;9.383;18.906;3.181;22.52
2847;08/05/2052;0;9.813;23.049;4.485;30.97
2847;09/05/2052;0;12.146;21.848;4.971;33.932
2847;10/05/2052;12.326;14.171;25.401;2.467;12.361
2847;11/05/2052;3.934;12.352;17.765;2.003;9.555
2847;12/05/2052;0.4;11.498;16.443;2.172;13.669
2847;13/05/2052;0;9.389;19.08;2.355;13.294
2847;14/05/2052;0;16.56;20.435;4.517;21.481
2847;15/05/2052;3.198;14.822;18.015;1.33;4.502
2847;16/05/2052;0;12.13;19.18;3.772;23.968
2847;17/05/2052;0;11.117;21.612;5.363;35.987
2847;18/05/2052;0.437;15.251;25.173;4.11;23.867
2847;19/05/2052;13.775;19.405;22.195;0.948;2.317
2847;20/05/2052;1.191;14.42;19.251;3.415;21.164
2847;21/05/2052;0.1;10.377;16.675;2.701;18.823
2847;22/05/2052;0;9.81;17.183;3.311;24.373
2847;23/05/2052;0;11.026;16.633;2.076;13.453
2847;24/05/2052;0;11.445;21.061;3.378;15.871
2847;25/05/2052;0.987;13.553;20.22;3.28;17.321
2847;26/05/2052;1.559;13.025;21.323;3.443;20.978
2847;27/05/2052;9.813;13.885;17.732;1.679;9.926
2847;28/05/2052;0;13.266;21.16;3.512;23.163
2847;29/05/2052;9.585;13.533;19.698;1.697;7.096
2847;30/05/2052;1.239;13.793;23.593;6.503;40.99
2847;31/05/2052;1.498;15.71;19.587;2.951;15.037
2847;01/06/2052;1.36;13.907;20.807;4.19;26.563
2847;02/06/2052;2.572;14.028;21.452;2.316;10.309
2847;03/06/2052;0.232;14.524;22.508;3.21;17.375
2847;04/06/2052;0;14.605;28.616;4.425;23.119
2847;05/06/2052;1.546;19.427;26.86;2.737;13.17
2847;06/06/2052;13.591;17.746;27.597;2.431;10.486
2847;07/06/2052;3.248;17.889;23.682;4.04;22.64
2847;08/06/2052;8.209;13.831;21.623;2.011;9.527
2847;09/06/2052;0;12.6;19.15;2.47;12.568
2847;10/06/2052;0;11.905;22.061;4.197;25.003
2847;11/06/2052;12.363;11.788;15.174;0.925;2.688
2847;12/06/2052;5.401;10.469;14.358;1.935;14.659
2847;13/06/2052;0;10.151;17.328;5.118;38.219
2847;14/06/2052;0;9.73;17.917;3.97;30.184
2847;15/06/2052;5.982;12.826;16.105;0.71;3.032
2847;16/06/2052;1.996;13.232;20.625;2.675;16.765
2847;17/06/2052;0;14.118;25.138;7.119;44.204
2847;18/06/2052;0;14.965;27.801;7.469;43.654
2847;19/06/2052;0;17.411;29.564;6.989;39.806
2847;20/06/2052;0.511;17.375;27.561;4.178;24.198
2847;21/06/2052;3.167;17.052;26.239;2.575;11.663
2847;22/06/2052;0;15.758;21.982;2.604;13.663
2847;23/06/2052;1.289;15.562;21.659;1.964;8.698
2847;24/06/2052;0;15.106;23.281;4.242;26.461
2847;25/06/2052;2.554;14.206;24.306;2.069;11.346
