ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2057;1.325;0.228;6.484;0.436;3.301
2847;02/01/2057;2.222;1.489;5.567;0.28;3.824
2847;03/01/2057;0;1.799;4.312;0.467;1.668
2847;04/01/2057;0.034;-0.037;3.953;0.523;2.986
2847;05/01/2057;0.861;2.787;6.486;0.528;3.148
2847;06/01/2057;1.126;1.24;5.815;0.333;0.693
2847;07/01/2057;3.25;-0.253;4.418;0.263;2.931
2847;08/01/2057;1.985;-0.635;1.416;0.388;3.185
2847;09/01/2057;0;-1.438;0.853;0.245;5.334
2847;10/01/2057;1.953;-4.86;-0.498;0.152;2.282
2847;11/01/2057;2.32;-3.54;1.009;0.219;0.783
2847;12/01/2057;1.888;1.91;5.959;0.209;1.685
2847;13/01/2057;0;3.107;7.105;0.548;2.78
2847;14/01/2057;0;2.016;7.652;0.448;3.664
2847;15/01/2057;0;3.639;7.727;0.51;3.817
2847;16/01/2057;0.077;3.107;5.786;0.457;5.663
2847;17/01/2057;0.034;1.93;5.093;0.31;3.839
2847;18/01/2057;0.016;-1.362;2.949;0.655;5.653
2847;19/01/2057;1.74;-0.609;0.035;0.257;1.771
2847;20/01/2057;0;-1.856;0.842;0.55;5.844
2847;21/01/2057;0;-1.888;0.741;0.533;6.229
2847;22/01/2057;0.034;-3.025;0.089;0.375;6.391
2847;23/01/2057;0;-4.459;1.961;0.286;6.227
2847;24/01/2057;4.196;2.105;3.653;0.532;0.664
2847;25/01/2057;0.637;-0.208;3.913;0.236;4.912
2847;26/01/2057;0.266;0.068;5.35;0.509;6.573
2847;27/01/2057;2.203;4.087;9.612;0.815;4.551
2847;28/01/2057;4.571;6.199;9.052;0.807;2.743
2847;29/01/2057;4.513;4.148;9.964;0.665;5.635
2847;30/01/2057;3.385;3.135;6.506;0.413;0.892
2847;31/01/2057;2.218;2.269;4.459;0.545;4.761
2847;01/02/2057;0.202;1.432;6.245;0.553;7.315
2847;02/02/2057;0;-0.269;4.532;0.321;7.057
2847;03/02/2057;0.229;-0.564;3.367;0.348;6.112
2847;04/02/2057;0;-2.566;2.677;0.27;6.813
2847;05/02/2057;0;-2.627;3.469;0.446;6.928
2847;06/02/2057;0.617;-2.904;3.049;0.357;3.045
2847;07/02/2057;0;-0.551;2.544;0.405;3.101
2847;08/02/2057;2.223;-0.791;-0.294;0.29;1.121
2847;09/02/2057;0.88;-1.836;0.576;0.285;1.607
2847;10/02/2057;9.531;-3.667;2.195;0.321;7.33
2847;11/02/2057;5.984;-0.238;0.481;0.276;1.939
2847;12/02/2057;0;-2.112;1.751;0.423;8.374
2847;13/02/2057;0;-3.863;1.752;0.399;9.052
2847;14/02/2057;0.103;-3.259;2.835;0.407;8.7
2847;15/02/2057;0.886;0.939;3.421;0.582;8.806
2847;16/02/2057;1.814;-0.345;12.697;0.541;4.294
2847;17/02/2057;3.578;13.322;14.23;0.792;0.667
2847;18/02/2057;9.282;14.029;20.915;1.449;6.059
2847;19/02/2057;8.721;7.811;12.973;0.886;5.251
2847;20/02/2057;3.783;5.924;12.07;0.819;6.857
2847;21/02/2057;6.593;10.741;21.913;2.541;6.858
2847;22/02/2057;2.165;10.209;11.158;1.791;7.072
2847;23/02/2057;1.3;5.569;10.859;1.238;10.333
2847;24/02/2057;8.428;3.082;15.424;1.034;6.47
2847;25/02/2057;3.349;7.237;14.996;1.513;15.5
2847;26/02/2057;4.4;5.857;16.972;0.855;7.547
2847;27/02/2057;7.842;6.014;9.912;0.604;0.717
2847;28/02/2057;0;5.036;10.268;1.089;10.132
2847;01/03/2057;0;2.017;14.111;1.261;5.602
2847;02/03/2057;0;2.738;18.743;1.568;8.93
2847;03/03/2057;8.216;6.869;13.016;0.451;1.62
2847;04/03/2057;0;8.747;16.224;0.995;8.108
2847;05/03/2057;0;6.049;16.891;1.079;5.612
2847;06/03/2057;14.128;9.842;11.522;0.587;1.103
2847;07/03/2057;11.447;8.839;9.509;0.672;1.42
2847;08/03/2057;0;7.561;13.531;1.188;9.409
2847;09/03/2057;0.525;7.873;13.349;1.047;3.033
2847;10/03/2057;2.593;8.702;9.032;0.591;2.045
2847;11/03/2057;0;6.434;11.034;0.979;7.019
2847;12/03/2057;0;4.512;12.681;1.404;10.847
2847;13/03/2057;1.039;6.755;11.868;0.987;5.672
2847;14/03/2057;0;5.335;11.389;1.398;10.164
2847;15/03/2057;0;2.951;14.248;1.324;12.572
2847;16/03/2057;0;3.647;18.508;1.997;12.218
2847;17/03/2057;5.164;9.371;15.744;1.49;2.585
2847;18/03/2057;0.432;8.629;10.824;0.98;4.334
2847;19/03/2057;0;4.908;11.921;1.182;6.918
2847;20/03/2057;1.427;4.5;12.18;0.896;5.748
2847;21/03/2057;9.547;8.909;17.21;0.622;2.947
2847;22/03/2057;3.746;11.415;22.556;1.658;5.446
2847;23/03/2057;0.421;12.628;19.327;1.712;7.365
2847;24/03/2057;3.734;9.667;20.965;1.802;12.548
2847;25/03/2057;1.222;10.275;17.497;1.981;13.89
2847;26/03/2057;9.159;10.44;14.471;1.134;2.517
2847;27/03/2057;2.764;7.543;22.429;2.215;12.736
2847;28/03/2057;0.911;13.057;13.581;2.631;11.967
2847;29/03/2057;0;8.107;13.468;2.088;12.416
2847;30/03/2057;0;5.027;14.874;1.386;9.984
2847;31/03/2057;9.785;7.04;16.304;1.338;6.167
2847;01/04/2057;0.446;9.221;12.177;2.422;12.681
2847;02/04/2057;2.134;7.193;11.421;1.629;9.641
2847;03/04/2057;0.896;5.43;10.68;1.375;8.628
2847;04/04/2057;0.854;4.441;9.587;1.45;12.006
2847;05/04/2057;0.102;5.233;13.05;1.964;16.178
2847;06/04/2057;4.563;4.434;11.799;0.563;2.064
2847;07/04/2057;0;4.777;9.366;1.634;13.802
2847;08/04/2057;0;2.956;10.861;2.078;19.187
2847;09/04/2057;0;3.322;14.118;2.262;20.757
2847;10/04/2057;3.748;9.173;12.652;1.055;4.524
2847;11/04/2057;0;5.725;15.168;2.908;23
2847;12/04/2057;0;3.973;18.471;3.275;25.136
2847;13/04/2057;4.404;10.807;11.216;0.792;2.811
