ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2047;3.17;7.803;12.933;0.579;0.932
2847;02/01/2047;14.894;12.58;13.031;1.585;1.37
2847;03/01/2047;10.763;7.983;10.891;1.489;2.951
2847;04/01/2047;1.017;4.979;6.175;0.741;2.599
2847;05/01/2047;10.544;1.967;6.128;0.509;0.607
2847;06/01/2047;1.103;1.343;3.809;0.369;2.548
2847;07/01/2047;0;0.167;4.518;0.352;2.06
2847;08/01/2047;6.796;1.636;9.559;0.167;1.656
2847;09/01/2047;10.933;7.907;8.335;0.522;1.658
2847;10/01/2047;1.056;2.205;8.283;0.396;1.911
2847;11/01/2047;1.694;0.887;3.067;0.352;2.818
2847;12/01/2047;4.674;3.321;10.56;0.268;1.152
2847;13/01/2047;7.234;6.664;15.385;1.212;3.764
2847;14/01/2047;1.498;3.825;8.05;0.492;2.85
2847;15/01/2047;0;0.795;4.07;0.156;5.233
2847;16/01/2047;0;-1.923;4.325;0.065;5.515
2847;17/01/2047;0.967;-3.13;3.409;0.209;4.259
2847;18/01/2047;1.857;2.036;4.673;0.292;0.998
2847;19/01/2047;0;3.29;4.638;0.359;1.802
2847;20/01/2047;2.312;3.518;11.307;0.472;1.705
2847;21/01/2047;1.165;1.472;4.311;0.308;1.4
2847;22/01/2047;0.125;-0.654;0.899;0.295;1.455
2847;23/01/2047;0;-2.578;0.52;0.355;2.896
2847;24/01/2047;0;-2.819;1.186;0.785;6.52
2847;25/01/2047;0;-5.445;-0.866;0.564;6.813
2847;26/01/2047;0;-5.89;-0.103;0.482;5.611
2847;27/01/2047;0.379;-0.619;8.185;0.595;1.553
2847;28/01/2047;0;3.408;10.256;0.702;6.454
2847;29/01/2047;0;2.924;9.827;0.886;6.573
2847;30/01/2047;0.735;0.969;6.875;0.378;4.7
2847;31/01/2047;0.034;-0.073;6.722;0.645;7.149
2847;01/02/2047;0;2.35;10.46;0.81;5.411
2847;02/02/2047;0;6.853;12.894;0.828;6.704
2847;03/02/2047;0;6.823;12.586;0.526;7.092
