id_pdg;date;RRmm;Tmin;Tmax;ETP;RGI
8994;1/1/1970;0.4;2.2;2.4;0.4;0.951
8994;2/1/1970;0.0;-0.2;1.5;0.5;3.3139999999999996
8994;3/1/1970;3.8;-1.8;5.5;0.8;7.379
8994;4/1/1970;5.2;3.5;14.4;0.6;1.183
8994;5/1/1970;1.2;3.1;10.7;0.8;0.9670000000000001
8994;6/1/1970;0.0;-1.6;0.9;0.3;4.123
8994;7/1/1970;0.0;-4.8;6.0;0.6;3.628
8994;8/1/1970;0.7;2.0;11.7;1.0;4.4
8994;9/1/1970;0.0;8.2;14.0;1.1;2.4930000000000003
8994;10/1/1970;0.0;4.9;14.1;1.0;2.387
8994;11/1/1970;0.2;5.8;12.8;1.4;4.36
8994;12/1/1970;3.3;4.8;8.0;0.7;1.357
8994;13/1/1970;0.0;4.0;16.2;1.5;7.3839999999999995
8994;14/1/1970;0.0;3.7;10.1;0.6;3.446
8994;15/1/1970;13.8;3.2;9.0;0.6;1.3430000000000002
8994;16/1/1970;6.4;3.5;7.6;0.6;1.079
8994;17/1/1970;0.0;2.6;11.0;1.1;7.9270000000000005
8994;18/1/1970;2.7;5.9;11.4;0.7;1.031
8994;19/1/1970;0.0;3.4;13.4;1.3;2.7760000000000002
8994;20/1/1970;13.6;5.8;13.9;0.9;2.11
8994;21/1/1970;0.2;5.6;13.4;1.4;8.258
8994;22/1/1970;0.0;5.0;13.0;1.1;6.367999999999999
8994;23/1/1970;0.3;4.9;11.5;0.6;1.675
8994;24/1/1970;1.6;3.9;11.7;0.7;4.109
8994;25/1/1970;6.3;6.8;12.2;0.4;1.52
8994;26/1/1970;9.0;5.5;7.4;0.3;1.364
8994;27/1/1970;0.0;4.2;9.5;0.7;2.544
8994;28/1/1970;0.0;1.0;12.2;1.1;6.026
8994;29/1/1970;22.9;2.7;16.0;1.1;1.416
8994;30/1/1970;23.6;8.2;10.0;1.2;1.7590000000000001
8994;31/1/1970;0.0;6.6;8.7;1.2;4.6930000000000005
8994;1/2/1970;17.1;3.1;10.3;0.4;1.0070000000000001
8994;2/2/1970;2.1;7.9;11.4;0.6;1.6
8994;3/2/1970;1.1;10.3;11.3;0.8;1.9909999999999999
