ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2016;1.3;3.4;5.7;0.3;2.517
2847;02/01/2016;3.7;3.4;7.3;0.2;1.019
2847;03/01/2016;9.8;5.1;7.9;0.6;2.141
2847;04/01/2016;5.1;3.6;7.6;0.4;3.288
2847;05/01/2016;1.4;4.5;7.9;0.5;1.655
2847;06/01/2016;2.2;4.8;6.5;0.4;1.717
2847;07/01/2016;4.9;3.3;9;0.5;1.031
2847;08/01/2016;6.2;4.2;6.2;0.3;1.26
2847;09/01/2016;3;5;6.8;0.2;1.872
2847;10/01/2016;18.1;4.3;8.6;0.4;1.175
2847;11/01/2016;17.8;4.3;6.8;0.5;1.133
2847;12/01/2016;9.2;4.7;6.7;0.8;1.15
2847;13/01/2016;2.4;3.6;5;0.7;3.203
2847;14/01/2016;2.3;0.4;4.4;0.6;2.379
2847;15/01/2016;0.5;2;3.3;1.1;1.629
2847;16/01/2016;0.4;0.5;3.2;0.5;2.954
2847;17/01/2016;0.6;-1.8;1.5;0.6;4.245
2847;18/01/2016;0;-4.9;-2.2;0.2;4.538
2847;19/01/2016;0.1;-3.8;-1;0.2;1.811
2847;20/01/2016;0;-3.5;-2.3;0.3;4.446
2847;21/01/2016;0;-4.5;-2.6;0.2;3.67
2847;22/01/2016;1.3;-4;3.4;0.5;4.298
2847;23/01/2016;0;-0.8;9.2;0.5;4.412
2847;24/01/2016;0.1;-0.3;5.6;0.4;1.829
2847;25/01/2016;0;0.6;10.5;1.2;7.659
2847;26/01/2016;0;3.8;14.5;1.4;6.697
2847;27/01/2016;0;6.5;12.7;1;2.009
2847;28/01/2016;6.2;7.1;11.4;0.6;1.589
2847;29/01/2016;0.1;4.9;9.5;1;7.755
2847;30/01/2016;18.9;5.1;10.5;1.2;4.966
2847;31/01/2016;3.5;5.3;13.6;0.9;1.918
2847;01/02/2016;0;11.1;12.8;1.5;5.103
2847;02/02/2016;1.6;9.6;12.6;1.6;3.628
2847;03/02/2016;3;3.9;7.4;0.5;2.816
2847;04/02/2016;3.2;2.3;6.5;0.7;1.764
2847;05/02/2016;0.2;5;10.4;0.6;4.786
2847;06/02/2016;0;3.4;12.9;1;6.349
2847;07/02/2016;2.5;4.7;8.2;0.7;2.273
2847;08/02/2016;13.3;5.4;11;1;2.26
2847;09/02/2016;11.6;8;10.4;1.3;2.129
2847;10/02/2016;1.2;2.4;4.9;0.8;4.346
2847;11/02/2016;0.1;2.6;6.4;0.9;5.48
2847;12/02/2016;9.6;0.8;5.2;0.5;5.392
2847;13/02/2016;11.6;1.6;8.1;0.7;5.877
2847;14/02/2016;3.7;4.9;6.6;0.5;2.241
2847;15/02/2016;0.3;2.5;3.9;0.5;5.512
2847;16/02/2016;0;1.5;1.8;0.8;5.892
2847;17/02/2016;0;0.5;2.4;0.5;5.05
2847;18/02/2016;2;0.9;7.9;0.9;7.985
2847;19/02/2016;0.2;2.7;5.4;0.6;4.441
2847;20/02/2016;2.7;1.5;10.4;0.8;2.395
2847;21/02/2016;0;8.2;14.2;1.5;7.782
2847;22/02/2016;1.4;9.1;14.6;1.8;6.772
2847;23/02/2016;4.9;3.5;8.1;0.6;2.766
2847;24/02/2016;13.4;-0.5;6.4;0.4;6.434
2847;25/02/2016;2.7;0.6;5.3;0.6;5.059
2847;26/02/2016;0;-0.7;5.6;0.6;8.536
2847;27/02/2016;0;-2.4;5.9;1;10.571
2847;28/02/2016;0;1.8;3.9;0.9;4.701
2847;29/02/2016;0.1;3.1;4;0.9;5.247
2847;01/03/2016;0.8;0.4;8.3;1.5;11.438
2847;02/03/2016;6.5;2.6;8.9;0.9;3.647
2847;03/03/2016;3.9;1.6;5.6;0.7;3.191
2847;04/03/2016;12.1;0.6;5.7;0.5;3.378
2847;05/03/2016;4.1;4.6;7;0.7;3.642
2847;06/03/2016;0.1;1.8;6.4;0.9;5.879
2847;07/03/2016;1.4;-0.5;4.8;0.7;6.928
2847;08/03/2016;1.6;0.8;3.2;0.4;3.162
2847;09/03/2016;0;-2.5;6;1;11.981
2847;10/03/2016;0;1.4;9.3;1.4;11.59
2847;11/03/2016;0;1.3;8.4;1.4;12.095
2847;12/03/2016;0;3.1;8.4;1.6;12.842
2847;13/03/2016;0;3.5;8;1.8;11.373
2847;14/03/2016;0;2.6;8.2;1.9;15.393
2847;15/03/2016;1.8;0;8.6;1;6.451
2847;16/03/2016;0;2.2;7.3;1.2;8.601
2847;17/03/2016;0;0.7;9.1;2;18.704
2847;18/03/2016;0;-1;12.6;2.2;18.016
2847;19/03/2016;0;1.8;6.7;1.2;12.871
2847;20/03/2016;0;1.9;8.2;1.6;14.539
2847;21/03/2016;0;4.1;10.5;1.7;14.286
2847;22/03/2016;0.3;2.2;10.9;2.2;16.384
2847;23/03/2016;0.4;5.7;10.2;1.6;10.248
2847;24/03/2016;0.4;1.4;11.4;1.2;11.107
2847;25/03/2016;1.8;5.9;9;1;4.401
2847;26/03/2016;0;4.5;15.5;2.2;15.542
2847;27/03/2016;0.7;7.7;13;1.7;4.28
2847;28/03/2016;3.1;3.6;13.9;1.5;8.59
2847;29/03/2016;1.8;7.7;14.1;2.2;7.029
2847;30/03/2016;2.1;9;14.8;1.5;8.207
2847;31/03/2016;1;8.3;15.8;1.4;9.48
2847;01/04/2016;0.5;6.9;7.9;0.9;6.561
2847;02/04/2016;0;5.5;12.6;1.5;11.072
2847;03/04/2016;0.2;8.6;17.2;1.6;11.394
2847;04/04/2016;2.8;12.2;16.9;1.8;11.554
2847;05/04/2016;13.6;10.7;13.4;1;4.44
2847;06/04/2016;0.2;9;15.5;2.7;15.117
2847;07/04/2016;0.5;8.5;10;1.4;9.836
2847;08/04/2016;0;1.7;11.7;1.8;16.8
2847;09/04/2016;0;6.5;10.8;0.9;6.723
2847;10/04/2016;0;6.8;16.5;3.1;22.508
2847;11/04/2016;4;7.5;18.5;2.7;17.696
2847;12/04/2016;7.4;8.6;17.5;1.8;11.344
2847;13/04/2016;5.5;9.6;14.9;1.2;6.532
2847;14/04/2016;3.6;8.3;15.7;1.7;11.606
2847;15/04/2016;9.4;10;13.3;0.9;6.312
2847;16/04/2016;15.9;11;13.1;1.4;8.383
2847;17/04/2016;8.7;7.3;10.7;1;5.481
2847;18/04/2016;3.8;6.1;9;1;5.483
2847;19/04/2016;0;2.2;14;2.5;18.165
2847;20/04/2016;0;7.4;16.6;3.4;22.958
2847;21/04/2016;0;8.3;18.8;2.4;16.047
2847;22/04/2016;0;11;19.2;1.8;13.413
2847;23/04/2016;6.8;6.4;11.1;0.7;4.941
2847;24/04/2016;1.7;4.6;9.1;1.7;11.498
2847;25/04/2016;1.3;3.1;7.9;1.3;6.818
2847;26/04/2016;5.9;4.6;7.8;1.6;10.554
2847;27/04/2016;0.1;2.6;8.9;1.9;14.467
2847;28/04/2016;1.3;1.4;9.4;1.7;15.295
2847;29/04/2016;0;2.3;14.4;2.8;21.073
2847;30/04/2016;13.9;5.8;16.7;2;12.042
2847;01/05/2016;4.9;6.8;11;1.1;6.12
2847;02/05/2016;0;8.6;16.8;3.5;23.183
2847;03/05/2016;2.8;8.1;12.9;2.1;13.148
2847;04/05/2016;0;5.5;15.1;3.4;23.419
2847;05/05/2016;0;7.9;18.9;4.7;27.743
2847;06/05/2016;0;9.9;22.8;4.3;24.016
2847;07/05/2016;0;12.4;23.1;3.9;21.617
2847;08/05/2016;0;12.8;23.2;4.2;24.407
2847;09/05/2016;1.4;14;22;2.3;13.469
2847;10/05/2016;5.3;15.6;18.8;1.7;7.93
2847;11/05/2016;19.1;14;20.1;1.9;12.981
2847;12/05/2016;8.3;12.6;15.9;0.9;4.763
2847;13/05/2016;6.3;13.2;15.7;1.6;9.151
2847;14/05/2016;7.2;12.2;15.1;1.3;7.649
2847;15/05/2016;0.5;7.4;12.3;2.9;20.678
2847;16/05/2016;1.7;7;13.3;1.4;7.844
2847;17/05/2016;0;7.9;15.5;2.5;17.325
2847;18/05/2016;9.1;9.9;19.8;3;15.528
2847;19/05/2016;1.2;10.3;14.9;1.5;8.596
2847;20/05/2016;0;9.3;18.3;3.2;19.79
2847;21/05/2016;0;10.9;23.6;4.2;24.272
2847;22/05/2016;9.9;14.1;24.7;3.8;12.692
2847;23/05/2016;3.8;11;12.7;1.5;8.114
2847;24/05/2016;0.1;11.3;14.3;1.4;8.378
2847;25/05/2016;0;10.7;19.4;3.5;23.378
2847;26/05/2016;0;12.1;23.2;3.4;19.997
2847;27/05/2016;0.1;16.1;25.3;3.3;18.389
2847;28/05/2016;13;18;25;1.9;9.076
2847;29/05/2016;3.4;15.3;20.1;1.7;9.457
2847;30/05/2016;1.9;14.7;16.5;1.8;8.561
2847;31/05/2016;0.2;13.5;18.9;3;14.098
2847;01/06/2016;6.6;11.9;21.8;2.4;15.157
2847;02/06/2016;1.6;14.2;18.3;1.2;4.584
2847;03/06/2016;5.1;14.7;20.4;1.9;9.506
2847;04/06/2016;8.5;14.7;19;1.3;6.516
2847;05/06/2016;5.4;15.3;22.3;2.4;12.103
2847;06/06/2016;0;16.4;23.9;4;21.162
2847;07/06/2016;0.1;17.3;21.4;2.2;13.685
2847;08/06/2016;26.3;16.8;18.8;1.8;9.502
