ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2006;0.8;3.3;6.9;0.7;5.025
2847;02/01/2006;0.1;2.5;5.9;0.4;3.54
2847;03/01/2006;0;2.3;3.5;0.4;3.989
2847;04/01/2006;0.1;0.1;1.3;0.3;3.602
2847;05/01/2006;0;-0.7;3.2;0.5;5.308
2847;06/01/2006;0;-4.2;-0.2;0.4;2.904
2847;07/01/2006;0;-3.5;-0.8;0.4;3.006
2847;08/01/2006;0;-3.3;0.2;0.5;4.186
2847;09/01/2006;0;-4.2;-1.6;0.5;3.493
2847;10/01/2006;0;-4;-0.8;0.6;4.673
2847;11/01/2006;1;-6.9;-0.3;0.4;4.698
2847;12/01/2006;0.6;-1.8;0.8;0.3;1.232
2847;13/01/2006;0;-2.3;2;0.7;5.09
2847;14/01/2006;0;-6.2;-0.6;0.6;4.544
2847;15/01/2006;0;-6.7;-1.7;0.6;5.711
2847;16/01/2006;0.3;-8.5;2.2;0.6;5.256
2847;17/01/2006;7;0.3;6.5;0.4;0.927
2847;18/01/2006;1.2;4.1;6.8;0.5;1.739
2847;19/01/2006;0;0.2;4.4;0.3;3.544
2847;20/01/2006;1;0.1;5.7;0.5;4.38
2847;21/01/2006;1.2;1.9;8.3;0.7;6.702
2847;22/01/2006;0;1.5;3.2;0.5;6.088
2847;23/01/2006;0;-3.7;-2.4;0.7;7.968
2847;24/01/2006;0;-7.2;-1.1;0.7;8.22
2847;25/01/2006;0.8;-7.2;2.1;0.3;4.803
2847;26/01/2006;1.7;-2.4;-1.1;0.3;1.288
2847;27/01/2006;0;-8.1;-5.4;0.4;3.499
2847;28/01/2006;0;-11;-2.2;0.4;5.01
2847;29/01/2006;0;-5.3;1.2;0.9;7.506
2847;30/01/2006;0;-5.7;1.7;1;8.864
2847;31/01/2006;0;-7.6;0.6;0.9;7.709
2847;01/02/2006;0;-6.7;-3.1;0.5;3.057
2847;02/02/2006;0;-7.6;-2.7;0.5;4.536
2847;03/02/2006;0;-6;-5.3;0.5;3.774
2847;04/02/2006;0;-6.2;-3;0.5;5.801
2847;05/02/2006;0;-4.1;1.5;0.4;3.502
2847;06/02/2006;0;-0.2;3;0.4;4.704
