ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2008;0;0.2;1.5;0.2;1.97
2847;02/01/2008;0;-2.5;-0.4;0.4;5.02
2847;03/01/2008;0;-1.5;0.4;0.4;1.66
2847;04/01/2008;0.2;-2.4;5;0.4;0.911
2847;05/01/2008;11.6;0.6;7.8;0.1;0.842
2847;06/01/2008;4.7;4.3;9;0.6;2.699
2847;07/01/2008;1.9;3.9;11.3;1.1;4.471
2847;08/01/2008;0;2.1;7.6;0.9;4.317
2847;09/01/2008;1.6;2.2;8.3;0.3;1.157
2847;10/01/2008;0;5.4;11.7;0.9;3.887
2847;11/01/2008;0.1;4.2;11.6;1.2;3.007
2847;12/01/2008;0.1;4.5;6.2;0.7;1.751
2847;13/01/2008;0.1;-1.6;4.8;0.6;5.904
2847;14/01/2008;2;1.1;4.6;0.4;0.712
2847;15/01/2008;5.4;3.2;10.1;1.2;3.644
2847;16/01/2008;1;5.9;10.2;1.1;3.742
2847;17/01/2008;2.8;3.1;9.6;0.8;5.273
2847;18/01/2008;0.1;7;11.3;1;1.352
2847;19/01/2008;0;9.9;15;2;6.659
2847;20/01/2008;0;7.5;12.9;1.5;6.521
2847;21/01/2008;5;3.9;11.9;1.2;5.567
2847;22/01/2008;0.9;2.7;8.3;0.8;5.76
2847;23/01/2008;0;-2.3;6.8;0.7;5.723
2847;24/01/2008;1.5;-0.9;7.4;0.8;5.047
2847;25/01/2008;0;3;9;0.9;7.352
2847;26/01/2008;0;-3.1;2.1;0.4;2.799
2847;27/01/2008;0;-1.7;6.9;0.8;3.826
2847;28/01/2008;0;-1.9;8.8;1.1;7.427
2847;29/01/2008;0;-2.3;6.2;0.7;5.651
2847;30/01/2008;4.1;1.1;3.6;0.3;1.289
2847;31/01/2008;3.4;1;4.3;0.8;7.006
2847;01/02/2008;3.1;2.2;11.1;1.1;3.374
2847;02/02/2008;0;0.5;6.3;0.9;6.632
2847;03/02/2008;0.7;-5.4;4.7;0.8;8.216
2847;04/02/2008;1.2;-1.1;6.8;0.3;1.379
2847;05/02/2008;3.3;1.6;10.5;0.8;1.994
2847;06/02/2008;1.6;8.4;13.2;1.9;5.777
2847;07/02/2008;0;1;9.9;1.1;10.014
2847;08/02/2008;0.1;-1.3;8.7;1;9.317
2847;09/02/2008;0;-0.5;9.1;1.5;11.085
2847;10/02/2008;0;-0.8;9.1;1.3;8.603
2847;11/02/2008;0;1;10.6;1.7;9.805
2847;12/02/2008;0;-0.5;10;1.1;7.864
2847;13/02/2008;0;-2;3.3;0.7;6.854
2847;14/02/2008;0;-4.7;0.9;0.6;6.393
2847;15/02/2008;0;-0.2;2;0.9;8.199
2847;16/02/2008;0;-2.9;4.8;1.8;12.701
2847;17/02/2008;0;-5.8;5.8;1.3;11.803
2847;18/02/2008;0;-6;8.8;1.6;12.53
2847;19/02/2008;0;-6.6;7.9;1.5;12.832
2847;20/02/2008;3.1;-1.6;6.7;0.4;2.542
2847;21/02/2008;0.1;5.6;12.4;0.9;5.617
2847;22/02/2008;0;5.9;14.5;1.4;7.808
2847;23/02/2008;0;6;16.7;1.6;8.141
2847;24/02/2008;0;1.1;20.2;3;12.694
2847;25/02/2008;0;6.8;16.6;1.8;5.66
2847;26/02/2008;1.1;4;16.6;1.7;7.143
2847;27/02/2008;0;7.1;12.7;1.5;7.266
2847;28/02/2008;0.1;-0.1;11.3;0.6;4.027
2847;29/02/2008;5.5;10;13.6;1.7;6.633
2847;01/03/2008;1.4;11.4;13;2.6;6.344
2847;02/03/2008;0.1;10.6;11.4;2.2;10.579
2847;03/03/2008;3.7;6.1;12.4;1.1;4.943
2847;04/03/2008;3.9;1.3;6.2;0.9;2.329
2847;05/03/2008;0;0.3;2.9;1.5;11.046
2847;06/03/2008;0;-3.1;6.9;1.5;13.337
2847;07/03/2008;0.2;-1.4;9.9;1;7.933
2847;08/03/2008;0;3.6;9.8;1.1;8.781
2847;09/03/2008;0;1.2;13.2;1.6;5.851
2847;10/03/2008;5.2;5.9;12.1;1.9;2.528
2847;11/03/2008;4.1;6.7;12.1;2.2;7.852
2847;12/03/2008;7.3;8.5;13.1;1.8;4.611
2847;13/03/2008;1.3;6.7;10.3;2.2;8.795
2847;14/03/2008;0.1;8.1;15.4;1.9;7.629
2847;15/03/2008;0.8;4.1;17.6;1.3;8.76
2847;16/03/2008;1.7;8.3;11.6;1.7;8.612
2847;17/03/2008;5.4;6.1;7.3;0.6;3.853
2847;18/03/2008;0;2.5;7.4;2.1;16.539
2847;19/03/2008;0.1;-2;7;1.1;10.634
2847;20/03/2008;5.4;-0.8;6.8;1.2;6.434
2847;21/03/2008;5.6;2.3;5.9;1;4.315
2847;22/03/2008;2.2;1.9;5.6;0.8;4.645
2847;23/03/2008;0.9;0;0.5;0.3;3.523
2847;24/03/2008;0.9;-4.7;2.1;0.3;4.085
2847;25/03/2008;1.9;-1.4;2.5;0.9;9.71
2847;26/03/2008;0.3;1.5;7.4;0.8;5.089
2847;27/03/2008;0.3;2.7;8.9;1.6;11.375
2847;28/03/2008;0.8;-0.4;14;2.1;10.931
2847;29/03/2008;0;4.7;13.5;2.9;18.288
