ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
2847;01/01/2004;3.2;-0.6;0.3;0.2;2.032
2847;02/01/2004;0.3;-1.1;-0.6;0.2;1.062
2847;03/01/2004;0;-4.9;-3.3;0.4;4.779
2847;04/01/2004;0.2;-8.7;-1.5;0.3;3.081
2847;05/01/2004;0;-3.3;1;0.1;1.398
2847;06/01/2004;0.1;-0.1;3.5;0.3;1.775
2847;07/01/2004;0.1;1.3;6.8;0.6;3.977
2847;08/01/2004;5.5;-0.9;5.3;0.4;1.653
2847;09/01/2004;4.4;4.1;9.7;0.9;3.495
2847;10/01/2004;0.1;4.5;8.8;0.7;4.092
2847;11/01/2004;9.8;7;11.4;0.6;1.197
2847;12/01/2004;13.7;6.7;12.9;1.4;1.097
2847;13/01/2004;20.7;7.5;15.6;1.3;1.187
2847;14/01/2004;7.8;6.3;7.9;1.4;5.235
2847;15/01/2004;1.7;3.2;5.3;0.8;2.757
2847;16/01/2004;12.3;2.5;8.8;0.9;1.52
2847;17/01/2004;2.4;4.2;6.4;0.4;2.254
2847;18/01/2004;0;2.8;3.9;0.7;2.52
2847;19/01/2004;1.8;-2.4;3.9;0.6;1.81
2847;20/01/2004;2.8;1.5;6.7;0.6;2.846
2847;21/01/2004;0;0.9;1.7;0.6;6.369
2847;22/01/2004;0;-3.4;3;0.4;4.969
2847;23/01/2004;0;-1.5;2.5;0.4;3.208
2847;24/01/2004;0.3;-3.1;3.1;0.4;3.34
2847;25/01/2004;0.5;0.9;4.7;0.4;3.853
2847;26/01/2004;8.4;-1.5;-0.1;0.2;1.164
2847;27/01/2004;2.7;-1.1;1.7;0.2;1.306
2847;28/01/2004;2.4;-2.7;0.7;0.3;3.91
2847;29/01/2004;0.7;-1.1;1;0.7;2.263
2847;30/01/2004;0;-2;1.5;1;2.929
2847;31/01/2004;0.1;-1.5;10.4;1.1;4.559
2847;01/02/2004;0;9.5;13.2;2.4;6.355
2847;02/02/2004;0;8.1;14.6;2.2;5.496
2847;03/02/2004;0;3.3;14.8;1.4;5.7
2847;04/02/2004;0;1.2;13.6;1.4;5.669
2847;05/02/2004;0;2.6;16.7;1.5;4.449
2847;06/02/2004;0.1;6.5;14.9;2;2.519
2847;07/02/2004;3.9;5.9;11.7;1.9;3.597
2847;08/02/2004;7.2;5.9;7.3;1.3;3.894
2847;09/02/2004;0.1;1.5;5.9;1.2;8.058
2847;10/02/2004;0;-2.5;4.9;0.6;3.642
2847;11/02/2004;2.3;2.7;3.7;0.4;1.951
2847;12/02/2004;0;3.1;5.5;0.5;4.27
2847;13/02/2004;0;-1.3;8.2;0.8;7.506
2847;14/02/2004;0;3.2;8.1;0.9;8.696
2847;15/02/2004;0;3.9;8;0.9;9.111
2847;16/02/2004;0;3.2;8.9;1.3;9.606
2847;17/02/2004;0;-1.7;10.2;1;10.146
2847;18/02/2004;0.2;1.6;3.6;0.7;7.236
2847;19/02/2004;0;-0.1;4;1.3;9.172
2847;20/02/2004;0;-1.1;5.6;1.5;11.562
2847;21/02/2004;0;0.5;4.1;0.8;3.035
